Id,Name,Channle,Episode,Air_time,Air_date,Family_rating
28771_1,絕對零度之防犯未然2,富士電視台,1,21:00,2020-01-06,0.106
28771_1,絕對零度之防犯未然2,富士電視台,2,21:00,2020-01-13,0.107
28771_1,絕對零度之防犯未然2,富士電視台,3,21:00,2020-01-20,0.086
28771_1,絕對零度之防犯未然2,富士電視台,4,21:00,2020-01-27,0.098
28771_1,絕對零度之防犯未然2,富士電視台,5,21:00,2020-02-03,0.106
28771_1,絕對零度之防犯未然2,富士電視台,6,21:00,2020-02-10,0.092
28771_1,絕對零度之防犯未然2,富士電視台,7,21:00,2020-02-17,0.097
28771_1,絕對零度之防犯未然2,富士電視台,8,21:00,2020-02-24,0.095
28771_1,絕對零度之防犯未然2,富士電視台,9,21:00,2020-03-02,0.1
28771_1,絕對零度之防犯未然2,富士電視台,10,21:00,2020-03-09,0.106
28771_1,絕對零度之防犯未然2,富士電視台,完結篇,21:00,2020-03-16,0.097
29315_1,治療醫院的方法,東京電視台,1,22:00,2020-01-20,0.081
29315_1,治療醫院的方法,東京電視台,2,22:00,2020-01-27,0.07
29315_1,治療醫院的方法,東京電視台,3,22:00,2020-02-03,0.071
29315_1,治療醫院的方法,東京電視台,4,22:00,2020-02-10,0.057
29315_1,治療醫院的方法,東京電視台,5,22:00,2020-02-17,0.062
29315_1,治療醫院的方法,東京電視台,6,22:00,2020-02-24,0.063
29315_1,治療醫院的方法,東京電視台,完結篇,22:00,2020-03-02,0.064
29313_1,10的秘密,富士電視台,1,21:00,2020-01-14,0.089
29313_1,10的秘密,富士電視台,2,21:00,2020-01-21,0.079
29313_1,10的秘密,富士電視台,3,21:00,2020-01-28,0.067
29313_1,10的秘密,富士電視台,4,21:00,2020-02-04,0.062
29313_1,10的秘密,富士電視台,5,21:00,2020-02-11,0.054
29313_1,10的秘密,富士電視台,6,21:00,2020-02-18,0.064
29313_1,10的秘密,富士電視台,7,21:00,2020-02-25,0.06
29313_1,10的秘密,富士電視台,8,21:00,2020-03-03,0.064
29313_1,10的秘密,富士電視台,9,21:00,2020-03-10,0.069
29313_1,10的秘密,富士電視台,完結篇,21:00,2020-03-17,0.081
29000_1,戀愛可以持續到天長地久,TBS,1,22:00,2020-01-14,0.099
29000_1,戀愛可以持續到天長地久,TBS,2,22:00,2020-01-21,0.105
29000_1,戀愛可以持續到天長地久,TBS,3,22:00,2020-01-28,0.102
29000_1,戀愛可以持續到天長地久,TBS,4,22:00,2020-02-04,0.106
29000_1,戀愛可以持續到天長地久,TBS,5,22:00,2020-02-11,0.096
29000_1,戀愛可以持續到天長地久,TBS,6,22:00,2020-02-18,0.109
29000_1,戀愛可以持續到天長地久,TBS,7,22:00,2020-02-25,0.119
29000_1,戀愛可以持續到天長地久,TBS,8,22:00,2020-03-03,0.121
29000_1,戀愛可以持續到天長地久,TBS,9,22:00,2020-03-10,0.147
29000_1,戀愛可以持續到天長地久,TBS,完結篇,22:00,2020-03-17,0.154
29000_2,戀愛可以持續到天長地久,TBS,1,22:00,2020-04-14,0.106
29000_2,戀愛可以持續到天長地久,TBS,2,22:00,2020-04-21,0.083
29000_2,戀愛可以持續到天長地久,TBS,3,22:00,2020-04-28,0.102
29000_2,戀愛可以持續到天長地久,TBS,4,22:00,2020-05-05,0.092
27644_1,相棒season18,朝日電視台,1,21:00,2019-10-09,0.167
27644_1,相棒season18,朝日電視台,2,21:00,2019-10-16,0.154
27644_1,相棒season18,朝日電視台,3,21:00,2019-10-23,0.119
27644_1,相棒season18,朝日電視台,4,21:00,2019-10-30,0.157
27644_1,相棒season18,朝日電視台,5,21:00,2019-11-06,0.143
27644_1,相棒season18,朝日電視台,6,21:00,2019-11-20,0.152
27644_1,相棒season18,朝日電視台,7,21:00,2019-11-27,0.15
27644_1,相棒season18,朝日電視台,8,21:00,2019-12-04,0.133
27644_1,相棒season18,朝日電視台,9,21:00,2019-12-11,0.14
27644_1,相棒season18,朝日電視台,10,21:00,2019-12-18,0.146
27644_1,相棒season18,朝日電視台,11-特,21:00,2020-01-01,0.167
27644_1,相棒season18,朝日電視台,12,21:00,2020-01-15,0.145
27644_1,相棒season18,朝日電視台,13,21:00,2020-01-22,0.162
27644_1,相棒season18,朝日電視台,14,21:00,2020-01-29,0.14
27644_1,相棒season18,朝日電視台,15,21:00,2020-02-05,0.118
27644_1,相棒season18,朝日電視台,16,21:00,2020-02-19,0.139
27644_1,相棒season18,朝日電視台,17,21:00,2020-02-26,0.141
27644_1,相棒season18,朝日電視台,18,21:00,2020-03-04,0.164
27644_1,相棒season18,朝日電視台,19,21:00,2020-03-11,0.159
27644_1,相棒season18,朝日電視台,完結篇,21:00,2020-03-18,0.138
29455_1,不知道就好的事,日本電視台,1,22:00,2020-01-08,0.094
29455_1,不知道就好的事,日本電視台,2,22:00,2020-01-15,0.089
29455_1,不知道就好的事,日本電視台,3,22:00,2020-01-22,0.103
29455_1,不知道就好的事,日本電視台,4,22:00,2020-01-29,0.091
29455_1,不知道就好的事,日本電視台,5,22:00,2020-02-05,0.087
29455_1,不知道就好的事,日本電視台,6,22:00,2020-02-12,0.084
29455_1,不知道就好的事,日本電視台,7,22:00,2020-02-19,0.095
29455_1,不知道就好的事,日本電視台,8,22:00,2020-02-26,0.098
29455_1,不知道就好的事,日本電視台,9,22:00,2020-03-04,0.101
29455_1,不知道就好的事,日本電視台,完結篇,22:00,2020-03-11,0.106
25084_1,法醫女神探19,朝日電視台,1,20:00,2019-04-18,0.137
25084_1,法醫女神探19,朝日電視台,2,20:00,2019-04-25,0.123
25084_1,法醫女神探19,朝日電視台,3,20:00,2019-05-02,0.141
25084_1,法醫女神探19,朝日電視台,4,20:00,2019-05-09,0.135
25084_1,法醫女神探19,朝日電視台,5,20:00,2019-05-16,0.096
25084_1,法醫女神探19,朝日電視台,6,20:00,2019-05-23,0.122
25084_1,法醫女神探19,朝日電視台,7,20:00,2019-05-30,0.124
25084_1,法醫女神探19,朝日電視台,8,20:00,2019-06-06,0.121
25084_1,法醫女神探19,朝日電視台,9,20:00,2019-07-11,0.121
25084_1,法醫女神探19,朝日電視台,10,20:00,2019-07-18,0.102
25084_1,法醫女神探19,朝日電視台,11,20:00,2019-08-01,0.115
25084_1,法醫女神探19,朝日電視台,12,20:00,2019-08-08,0.104
25084_1,法醫女神探19,朝日電視台,13,20:00,2019-08-15,0.098
25084_1,法醫女神探19,朝日電視台,14,20:00,2019-08-22,0.108
25084_1,法醫女神探19,朝日電視台,15,20:00,2019-08-29,0.11
25084_1,法醫女神探19,朝日電視台,16,20:00,2019-09-05,0.115
25084_1,法醫女神探19,朝日電視台,17,20:00,2019-10-17,0.124
25084_1,法醫女神探19,朝日電視台,18,20:00,2019-10-24,0.13
25084_1,法醫女神探19,朝日電視台,19,20:00,2019-11-07,0.124
25084_1,法醫女神探19,朝日電視台,20,20:00,2019-11-14,0.107
25084_1,法醫女神探19,朝日電視台,21,20:00,2019-11-21,0.119
25084_1,法醫女神探19,朝日電視台,22,20:00,2019-11-28,0.116
25084_1,法醫女神探19,朝日電視台,23,20:00,2019-12-05,0.122
25084_1,法醫女神探19,朝日電視台,24,20:00,2019-12-12,0.112
25084_1,法醫女神探19,朝日電視台,25,20:00,2019-12-19,0.126
25084_1,法醫女神探19,朝日電視台,26,20:00,2020-01-16,0.101
25084_1,法醫女神探19,朝日電視台,27,20:00,2020-01-23,0.11
25084_1,法醫女神探19,朝日電視台,28,20:00,2020-01-30,0.101
25084_1,法醫女神探19,朝日電視台,29,20:00,2020-02-06,0.114
25084_1,法醫女神探19,朝日電視台,30,20:00,2020-02-13,0.111
25084_1,法醫女神探19,朝日電視台,31,20:00,2020-02-20,0.108
25084_1,法醫女神探19,朝日電視台,32,20:00,2020-02-27,0.111
25084_1,法醫女神探19,朝日電視台,33,20:00,2020-03-12,0.117
25084_1,法醫女神探19,朝日電視台,完結篇,20:00,2020-03-19,0.125
29489_1,刑事和檢事,朝日電視台,1,21:00,2020-01-16,0.12
29489_1,刑事和檢事,朝日電視台,2,21:00,2020-01-23,0.097
29489_1,刑事和檢事,朝日電視台,3,21:00,2020-01-30,0.103
29489_1,刑事和檢事,朝日電視台,4,21:00,2020-02-06,0.083
29489_1,刑事和檢事,朝日電視台,5,21:00,2020-02-13,0.093
29489_1,刑事和檢事,朝日電視台,6,21:00,2020-02-20,0.099
29489_1,刑事和檢事,朝日電視台,7,21:00,2020-02-27,0.097
29489_1,刑事和檢事,朝日電視台,8,21:00,2020-03-05,0.094
29489_1,刑事和檢事,朝日電視台,完結篇,21:00,2020-03-12,0.099
28963_1,ALIVE,富士電視台,1,22:00,2020-01-09,0.084
28963_1,ALIVE,富士電視台,2,22:00,2020-01-16,0.077
28963_1,ALIVE,富士電視台,3,22:00,2020-01-23,0.084
28963_1,ALIVE,富士電視台,4,22:00,2020-01-30,0.061
28963_1,ALIVE,富士電視台,5,22:00,2020-02-06,0.072
28963_1,ALIVE,富士電視台,6,22:00,2020-02-13,0.074
28963_1,ALIVE,富士電視台,7,22:00,2020-02-20,0.06
28963_1,ALIVE,富士電視台,8,22:00,2020-02-27,0.057
28963_1,ALIVE,富士電視台,9,22:00,2020-03-05,0.064
28963_1,ALIVE,富士電視台,10,22:00,2020-03-12,0.069
28963_1,ALIVE,富士電視台,完結篇,22:00,2020-03-19,0.07
28865_1,駐在刑事 第二季,東京電視台,1,20:00,2020-01-24,0.086
28865_1,駐在刑事 第二季,東京電視台,2,20:00,2020-01-31,0.076
28865_1,駐在刑事 第二季,東京電視台,3,20:00,2020-02-07,0.068
28865_1,駐在刑事 第二季,東京電視台,4,20:00,2020-02-14,0.064
28865_1,駐在刑事 第二季,東京電視台,5,20:00,2020-02-21,0.068
28865_1,駐在刑事 第二季,東京電視台,6,20:00,2020-02-28,0.07
28865_1,駐在刑事 第二季,東京電視台,完結篇,20:00,2020-03-06,0.089
28854_1,別在病房念經,TBS,1,22:00,2020-01-17,0.113
28854_1,別在病房念經,TBS,2,22:00,2020-01-24,0.103
28854_1,別在病房念經,TBS,3,22:00,2020-01-31,0.082
28854_1,別在病房念經,TBS,4,22:00,2020-02-07,0.081
28854_1,別在病房念經,TBS,5,22:00,2020-02-14,0.09
28854_1,別在病房念經,TBS,6,22:00,2020-02-21,0.079
28854_1,別在病房念經,TBS,7,22:00,2020-02-28,0.089
28854_1,別在病房念經,TBS,8,22:00,2020-03-06,0.078
28854_1,別在病房念經,TBS,9,22:00,2020-03-13,0.085
28854_1,別在病房念經,TBS,完結篇,22:00,2020-03-20,0.092
29406_1,女高中生的虛度日常,朝日電視台,1,23:15,2020-01-24,0.032
29406_1,女高中生的虛度日常,朝日電視台,2,23:15,2020-01-31,0.035
29406_1,女高中生的虛度日常,朝日電視台,3,23:15,2020-02-07,0.045
29406_1,女高中生的虛度日常,朝日電視台,4,23:15,2020-02-14,0.04
29406_1,女高中生的虛度日常,朝日電視台,5,23:15,2020-02-21,0.027
29406_1,女高中生的虛度日常,朝日電視台,6,23:15,2020-02-28,0.04
29406_1,女高中生的虛度日常,朝日電視台,完結篇,23:15,2020-03-06,0.043
28946_1,Top Knife,日本電視台,1,22:00,2020-01-11,0.13
28946_1,Top Knife,日本電視台,2,22:00,2020-01-18,0.124
28946_1,Top Knife,日本電視台,3,22:00,2020-01-25,0.129
28946_1,Top Knife,日本電視台,4,22:00,2020-02-01,0.106
28946_1,Top Knife,日本電視台,5,22:00,2020-02-08,0.091
28946_1,Top Knife,日本電視台,6,22:00,2020-02-15,0.101
28946_1,Top Knife,日本電視台,7,22:00,2020-02-22,0.106
28946_1,Top Knife,日本電視台,8,22:00,2020-02-29,0.11
28946_1,Top Knife,日本電視台,9,22:00,2020-03-07,0.114
28946_1,Top Knife,日本電視台,完結篇,22:00,2020-03-14,0.116
29310_1,不在場證明破解少女,朝日電視台,1,23:15,2020-02-01,0.052
29310_1,不在場證明破解少女,朝日電視台,2,23:15,2020-02-08,0.045
29310_1,不在場證明破解少女,朝日電視台,3,23:15,2020-02-15,0.051
29310_1,不在場證明破解少女,朝日電視台,4,23:15,2020-02-22,0.042
29310_1,不在場證明破解少女,朝日電視台,5,23:15,2020-02-29,0.042
29310_1,不在場證明破解少女,朝日電視台,6,23:15,2020-03-07,0.042
29310_1,不在場證明破解少女,朝日電視台,完結篇,23:15,2020-03-14,0.053
26271_1,忒修斯之船,TBS,1,21:00,2020-01-19,0.111
26271_1,忒修斯之船,TBS,2,21:00,2020-01-26,0.112
26271_1,忒修斯之船,TBS,3,21:00,2020-02-02,0.11
26271_1,忒修斯之船,TBS,4,21:00,2020-02-09,0.11
26271_1,忒修斯之船,TBS,5,21:00,2020-02-16,0.118
26271_1,忒修斯之船,TBS,6,21:00,2020-02-23,0.132
26271_1,忒修斯之船,TBS,7,21:00,2020-03-01,0.14
26271_1,忒修斯之船,TBS,8,21:00,2020-03-08,0.153
26271_1,忒修斯之船,TBS,9,21:00,2020-03-15,0.149
26271_1,忒修斯之船,TBS,完結篇,21:00,2020-03-22,0.196
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,1,22:30,2020-01-12,0.095
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,2,22:30,2020-01-19,0.079
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,3,22:30,2020-01-26,0.085
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,4,22:30,2020-02-02,0.077
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,5,22:30,2020-02-09,0.067
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,6,22:30,2020-02-16,0.077
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,7,22:30,2020-02-23,0.074
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,8,22:30,2020-03-01,0.085
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,9,22:30,2020-03-08,0.086
28962_1,在不白不黑的世界裡，熊貓笑了。,日本電視台,完結篇,22:30,2020-03-15,0.084
15413_1,下町火箭,TBS,1,21:00,2020-04-05,0.09
15413_1,下町火箭,TBS,2,21:00,2020-04-12,0.094
28745_1,葉村晶：世界上最不幸的偵探,NHK綜合台,1,22:00,2020-01-24,0.048
28745_1,葉村晶：世界上最不幸的偵探,NHK綜合台,2,22:00,2020-01-31,0.03
28745_1,葉村晶：世界上最不幸的偵探,NHK綜合台,3,22:00,2020-02-07,0.041
28745_1,葉村晶：世界上最不幸的偵探,NHK綜合台,4,22:00,2020-02-14,0.034
28745_1,葉村晶：世界上最不幸的偵探,NHK綜合台,5,22:00,2020-02-21,0.04
28745_1,葉村晶：世界上最不幸的偵探,NHK綜合台,6,22:00,2020-02-28,0.038
28745_1,葉村晶：世界上最不幸的偵探,NHK綜合台,完結篇,22:00,2020-03-06,0.04
30586_1,螢草菜菜之劍,NHK綜合台,完結篇,18:05,2020-03-21,0.1
27613_1,療愈心中的傷口,NHK綜合台,1,21:00,2020-01-18,0.065
27613_1,療愈心中的傷口,NHK綜合台,2,21:00,2020-01-25,0.05
27613_1,療愈心中的傷口,NHK綜合台,3,21:00,2020-02-01,0.054
27613_1,療愈心中的傷口,NHK綜合台,完結篇,21:00,2020-02-08,0.049
29708_1,超讚!光源氏君,NHK綜合台,1,23:30,2020-04-04,0.041
29708_1,超讚!光源氏君,NHK綜合台,2,23:30,2020-04-11,0.043
29708_1,超讚!光源氏君,NHK綜合台,3,23:30,2020-04-18,0.047
29708_1,超讚!光源氏君,NHK綜合台,4,23:30,2020-04-25,0.04
29708_1,超讚!光源氏君,NHK綜合台,5,23:30,2020-05-02,0.04
29708_1,超讚!光源氏君,NHK綜合台,6,23:30,2020-05-09,0.039
29708_1,超讚!光源氏君,NHK綜合台,7,23:30,2020-05-16,0.038
29708_1,超讚!光源氏君,NHK綜合台,完結篇,23:30,2020-05-23,0.043
22904_1,麒麟來了,NHK綜合台,1,20:00,2020-01-19,0.191
22904_1,麒麟來了,NHK綜合台,2,20:00,2020-01-26,0.179
22904_1,麒麟來了,NHK綜合台,3,20:00,2020-02-02,0.161
22904_1,麒麟來了,NHK綜合台,4,20:00,2020-02-09,0.135
22904_1,麒麟來了,NHK綜合台,5,20:00,2020-02-16,0.132
22904_1,麒麟來了,NHK綜合台,6,20:00,2020-02-23,0.138
22904_1,麒麟來了,NHK綜合台,7,20:00,2020-03-01,0.15
22904_1,麒麟來了,NHK綜合台,8,20:00,2020-03-08,0.137
22904_1,麒麟來了,NHK綜合台,9,20:00,2020-03-15,0.15
22904_1,麒麟來了,NHK綜合台,10,20:00,2020-03-22,0.165
22904_1,麒麟來了,NHK綜合台,11,20:00,2020-03-29,0.143
22904_1,麒麟來了,NHK綜合台,12,20:00,2020-04-05,0.146
22904_1,麒麟來了,NHK綜合台,13,20:00,2020-04-12,0.157
22904_1,麒麟來了,NHK綜合台,14,20:00,2020-04-19,0.154
22904_1,麒麟來了,NHK綜合台,15,20:00,2020-04-26,0.149
22904_1,麒麟來了,NHK綜合台,16,20:00,2020-05-03,0.162
22904_1,麒麟來了,NHK綜合台,17,20:00,2020-05-10,0.149
22904_1,麒麟來了,NHK綜合台,18,20:00,2020-05-17,0.151
22904_1,麒麟來了,NHK綜合台,19,20:00,2020-05-24,0.157
22904_1,麒麟來了,NHK綜合台,20,20:00,2020-05-31,0.153
22904_1,麒麟來了,NHK綜合台,21,20:00,2020-06-07,0.163
22904_1,麒麟來了,NHK綜合台,22,20:00,2020-08-30,0.146
22904_1,麒麟來了,NHK綜合台,23,20:00,2020-09-13,0.134
22904_1,麒麟來了,NHK綜合台,24,20:00,2020-09-20,0.131
22904_1,麒麟來了,NHK綜合台,25,20:00,2020-09-27,0.129
22904_1,麒麟來了,NHK綜合台,26,20:00,2020-10-04,0.13
22904_1,麒麟來了,NHK綜合台,27,20:00,2020-10-11,0.13
22904_1,麒麟來了,NHK綜合台,28,20:00,2020-10-18,0.125
22904_1,麒麟來了,NHK綜合台,29,20:00,2020-10-25,0.132
22904_1,麒麟來了,NHK綜合台,30,20:00,2020-11-01,0.119
22904_1,麒麟來了,NHK綜合台,31,20:00,2020-11-08,0.138
22904_1,麒麟來了,NHK綜合台,32,20:00,2020-11-15,0.133
22904_1,麒麟來了,NHK綜合台,33,20:00,2020-11-22,0.131
22904_1,麒麟來了,NHK綜合台,34,20:00,2020-11-29,0.136
22904_1,麒麟來了,NHK綜合台,35,20:00,2020-12-06,0.127
22904_1,麒麟來了,NHK綜合台,36,20:00,2020-12-13,0.123
22904_1,麒麟來了,NHK綜合台,37,20:00,2020-12-20,0.122
22904_1,麒麟來了,NHK綜合台,38,20:00,2020-12-27,0.115
22904_1,麒麟來了,NHK綜合台,39,20:00,2021-01-03,0.114
22904_1,麒麟來了,NHK綜合台,40,20:00,2021-01-10,0.136
22904_2,麒麟來了,Premium,1,18:00,2020-01-19,0.033
22904_2,麒麟來了,Premium,4,18:00,2020-02-09,0.04
22904_2,麒麟來了,Premium,5,18:00,2020-02-16,0.045
22904_2,麒麟來了,Premium,6,18:00,2020-02-23,0.047
22904_2,麒麟來了,Premium,7,18:00,2020-03-01,0.047
22904_2,麒麟來了,Premium,8,18:00,2020-03-08,0.045
22904_2,麒麟來了,Premium,9,18:00,2020-03-15,0.05
22904_2,麒麟來了,Premium,10,18:00,2020-03-22,0.047
22904_2,麒麟來了,Premium,11,18:00,2020-03-29,0.055
25464_1,聲援,NHK綜合台,1,08:00,2020-03-30,0.212
25464_1,聲援,NHK綜合台,2,08:00,2020-03-31,0.191
25464_1,聲援,NHK綜合台,3,08:00,2020-04-01,0.193
25464_1,聲援,NHK綜合台,4,08:00,2020-04-02,0.195
25464_1,聲援,NHK綜合台,5,08:00,2020-04-03,0.185
25464_1,聲援,NHK綜合台,6,08:00,2020-04-06,0.201
25464_1,聲援,NHK綜合台,7,08:00,2020-04-07,0.201
25464_1,聲援,NHK綜合台,8,08:00,2020-04-08,0.201
25464_1,聲援,NHK綜合台,9,08:00,2020-04-09,0.191
25464_1,聲援,NHK綜合台,10,08:00,2020-04-10,0.201
25464_1,聲援,NHK綜合台,11,08:00,2020-04-13,0.205
