Id,Name,Channle,Episode,Air_time,Air_date,Family_rating
927_1,改造野豬妹,日本電視台,**,22:00,2020-04-18,0.109
927_1,改造野豬妹,日本電視台,**,22:00,2020-04-25,0.084
927_1,改造野豬妹,日本電視台,**,22:00,2020-05-09,0.088
927_1,改造野豬妹,日本電視台,**,22:00,2020-05-16,0.082
927_1,改造野豬妹,日本電視台,**,22:00,2020-06-06,0.077
25392_1,NO SIDE GAME,TBS,1,21:00,2019-07-07,0.135
25392_1,NO SIDE GAME,TBS,2,21:00,2019-07-14,0.118
25392_1,NO SIDE GAME,TBS,3,21:00,2019-07-28,0.109
25392_1,NO SIDE GAME,TBS,4,21:00,2019-08-04,0.106
25392_1,NO SIDE GAME,TBS,5,21:00,2019-08-11,0.114
25392_1,NO SIDE GAME,TBS,6,21:00,2019-08-18,0.13
25392_1,NO SIDE GAME,TBS,7,21:00,2019-08-25,0.097
25392_1,NO SIDE GAME,TBS,8,21:00,2019-09-01,0.113
25392_1,NO SIDE GAME,TBS,9,21:00,2019-09-08,0.122
25392_1,NO SIDE GAME,TBS,完結篇,21:00,2019-09-15,0.138
25392_2,NO SIDE GAME,TBS,1,21:00,2020-04-26,0.067
16772_1,99.9不可能的翻案,TBS,1,21:00,2020-05-31,0.126
16772_1,99.9不可能的翻案,TBS,2,21:00,2020-06-07,0.112
16772_1,99.9不可能的翻案,TBS,3,21:00,2020-06-14,0.116
16772_1,99.9不可能的翻案,TBS,4,21:00,2020-06-21,0.104
16772_1,99.9不可能的翻案,TBS,完結篇,21:00,2020-06-28,0.099
8489_1,半澤直樹,TBS,1,21:00,2020-07-05,0.13
8489_1,半澤直樹,TBS,2,21:00,2020-07-12,0.148
4683_1,超能力事件簿 SPEC,TBS,**,23:56,2020-06-18,0.032
30271_1,龍之道 雙面復仇者,富士電視台,1-特,21:00,2020-07-28,0.091
30271_1,龍之道 雙面復仇者,富士電視台,2,21:00,2020-08-04,0.069
30271_1,龍之道 雙面復仇者,富士電視台,3,21:00,2020-08-11,0.072
30271_1,龍之道 雙面復仇者,富士電視台,4,21:00,2020-08-18,0.069
30271_1,龍之道 雙面復仇者,富士電視台,5,21:00,2020-08-25,0.059
30271_1,龍之道 雙面復仇者,富士電視台,6,21:00,2020-09-01,0.071
30271_1,龍之道 雙面復仇者,富士電視台,7,21:00,2020-09-08,0.054
30271_1,龍之道 雙面復仇者,富士電視台,完結篇,21:00,2020-09-15,0.076
31317_1,DIVER,富士電視台,1,21:00,2020-09-22,0.096
31317_1,DIVER,富士電視台,2,21:00,2020-09-29,0.061
31317_1,DIVER,富士電視台,3,21:00,2020-10-06,0.058
31317_1,DIVER,富士電視台,4,21:00,2020-10-13,0.066
31317_1,DIVER,富士電視台,完結篇,21:00,2020-10-20,0.067
30120_1,我的家政夫大叔,TBS,1,22:00,2020-07-07,0.142
30120_1,我的家政夫大叔,TBS,2,22:00,2020-07-14,0.128
30120_1,我的家政夫大叔,TBS,3,22:00,2020-07-21,0.127
30120_1,我的家政夫大叔,TBS,4,22:00,2020-07-28,0.124
30120_1,我的家政夫大叔,TBS,5,22:00,2020-08-04,0.144
30120_1,我的家政夫大叔,TBS,6,22:00,2020-08-11,0.16
30120_1,我的家政夫大叔,TBS,7,22:00,2020-08-18,0.166
30120_1,我的家政夫大叔,TBS,8,22:00,2020-08-25,0.167
30120_1,我的家政夫大叔,TBS,完結篇,22:00,2020-09-01,0.196
31437_1,錢的盡頭是愛情的開始,TBS,1,22:00,2020-09-15,0.116
31437_1,錢的盡頭是愛情的開始,TBS,2,22:00,2020-09-22,0.091
31437_1,錢的盡頭是愛情的開始,TBS,3,22:00,2020-09-29,0.104
31437_1,錢的盡頭是愛情的開始,TBS,完結篇,22:00,2020-10-06,0.109
31377_1,刑事7人6,朝日電視台,1,21:00,2020-08-05,0.135
31377_1,刑事7人6,朝日電視台,2,21:00,2020-08-12,0.116
31377_1,刑事7人6,朝日電視台,3,21:00,2020-08-19,0.118
31377_1,刑事7人6,朝日電視台,4,21:00,2020-08-26,0.12
31377_1,刑事7人6,朝日電視台,5,21:00,2020-09-02,0.132
31377_1,刑事7人6,朝日電視台,6,21:00,2020-09-09,0.119
31377_1,刑事7人6,朝日電視台,7,21:00,2020-09-16,0.117
31377_1,刑事7人6,朝日電視台,8,21:00,2020-09-23,0.108
31377_1,刑事7人6,朝日電視台,完結篇,21:00,2020-09-30,0.111
30561_1,我們的愛情不正常,日本電視台,1,21:00,2020-08-12,0.096
30561_1,我們的愛情不正常,日本電視台,2,21:00,2020-08-19,0.078
30561_1,我們的愛情不正常,日本電視台,3,21:00,2020-08-26,0.082
30561_1,我們的愛情不正常,日本電視台,4,21:00,2020-09-02,0.084
30561_1,我們的愛情不正常,日本電視台,5,21:00,2020-09-09,0.092
30561_1,我們的愛情不正常,日本電視台,6,21:00,2020-09-16,0.096
30561_1,我們的愛情不正常,日本電視台,7,21:00,2020-09-23,0.093
30561_1,我們的愛情不正常,日本電視台,完結篇,21:00,2020-09-30,0.096
31383_1,未解決之女Season2,朝日電視台,1-特,21:00,2020-08-06,0.131
31383_1,未解決之女Season2,朝日電視台,2,21:00,2020-08-13,0.12
31383_1,未解決之女Season2,朝日電視台,3,21:00,2020-08-20,0.129
31383_1,未解決之女Season2,朝日電視台,4,21:00,2020-08-27,0.121
31383_1,未解決之女Season2,朝日電視台,5,21:00,2020-09-03,0.126
31383_1,未解決之女Season2,朝日電視台,6,21:00,2020-09-10,0.126
31383_1,未解決之女Season2,朝日電視台,完結篇,21:00,2020-09-17,0.126
30076_1,默默奉獻的灰姑娘藥師,富士電視台,1,22:00,2020-07-16,0.102
30076_1,默默奉獻的灰姑娘藥師,富士電視台,2,22:00,2020-07-23,0.098
30076_1,默默奉獻的灰姑娘藥師,富士電視台,3,22:00,2020-07-30,0.088
30076_1,默默奉獻的灰姑娘藥師,富士電視台,4,22:00,2020-08-06,0.106
30076_1,默默奉獻的灰姑娘藥師,富士電視台,5,22:00,2020-08-13,0.094
30076_1,默默奉獻的灰姑娘藥師,富士電視台,6,22:00,2020-08-20,0.097
30076_1,默默奉獻的灰姑娘藥師,富士電視台,7,22:00,2020-08-27,0.093
30076_1,默默奉獻的灰姑娘藥師,富士電視台,8,22:00,2020-09-03,0.093
30076_1,默默奉獻的灰姑娘藥師,富士電視台,9,22:00,2020-09-10,0.096
30076_1,默默奉獻的灰姑娘藥師,富士電視台,10,22:00,2020-09-17,0.092
30076_1,默默奉獻的灰姑娘藥師,富士電視台,完結篇,22:00,2020-09-24,0.097
31197_1,危險2人-K2-,TBS,1,22:00,2020-09-11,0.112
31197_1,危險2人-K2-,TBS,2,22:00,2020-09-18,0.086
31197_1,危險2人-K2-,TBS,3,22:00,2020-09-25,0.088
31197_1,危險2人-K2-,TBS,4,22:00,2020-10-02,0.09
31197_1,危險2人-K2-,TBS,5,22:00,2020-10-09,0.082
31197_1,危險2人-K2-,TBS,完結篇,22:00,2020-10-16,0.076
31282_1,真夏少年,朝日電視台,1,23:15,2020-07-31,0.05
31149_1,妖怪Share House,朝日電視台,1,23:15,2020-08-01,0.055
26051_1,半澤直樹2,TBS,1-特,21:00,2020-07-19,0.22
26051_1,半澤直樹2,TBS,2,21:00,2020-07-26,0.221
26051_1,半澤直樹2,TBS,3,21:00,2020-08-02,0.232
26051_1,半澤直樹2,TBS,4,21:00,2020-08-09,0.229
26051_1,半澤直樹2,TBS,5,21:00,2020-08-16,0.255
26051_1,半澤直樹2,TBS,6,21:00,2020-08-23,0.243
26051_1,半澤直樹2,TBS,7,21:00,2020-08-30,0.247
26051_1,半澤直樹2,TBS,**-1,21:00,2020-09-06,0.222
26051_1,半澤直樹2,TBS,8,21:00,2020-09-13,0.256
26051_1,半澤直樹2,TBS,9,21:00,2020-09-20,0.246
26051_1,半澤直樹2,TBS,完結篇,21:00,2020-09-27,0.327
30781_1,傻親青春白書,日本電視台,1,22:30,2020-08-02,0.103
30781_1,傻親青春白書,日本電視台,2,22:30,2020-08-09,0.085
30781_1,傻親青春白書,日本電視台,3,22:30,2020-08-16,0.081
30781_1,傻親青春白書,日本電視台,4,22:30,2020-08-23,0.087
30781_1,傻親青春白書,日本電視台,5,22:30,2020-08-30,0.083
30781_1,傻親青春白書,日本電視台,6,22:30,2020-09-06,0.082
30781_1,傻親青春白書,日本電視台,完結篇,22:30,2020-09-13,0.095
180_1,大和拜金女,富士電視台,1,21:00,2020-07-06,0.097
180_1,大和拜金女,富士電視台,2,21:00,2020-07-13,0.109
31278_1,大叔喜歡可愛小玩意,日本電視台,1,23:59,2020-08-13,0.039
31278_1,大叔喜歡可愛小玩意,日本電視台,2,23:59,2020-08-20,0.038
31278_1,大叔喜歡可愛小玩意,日本電視台,3,23:59,2020-08-27,0.036
31278_1,大叔喜歡可愛小玩意,日本電視台,4,23:59,2020-09-03,0.034
31278_1,大叔喜歡可愛小玩意,日本電視台,完結篇,23:59,2020-09-10,0.038
30398_1,監察醫 朝顏2,富士電視台,1,21:00,2020-11-02,0.138
30398_1,監察醫 朝顏2,富士電視台,2,21:00,2020-11-09,0.103
30398_1,監察醫 朝顏2,富士電視台,3,21:00,2020-11-16,0.121
30398_1,監察醫 朝顏2,富士電視台,4,21:00,2020-11-23,0.124
30398_1,監察醫 朝顏2,富士電視台,5,21:00,2020-11-30,0.1
30398_1,監察醫 朝顏2,富士電視台,6,21:00,2020-12-07,0.114
30398_1,監察醫 朝顏2,富士電視台,7,21:00,2020-12-14,0.095
30398_1,監察醫 朝顏2,富士電視台,8,21:00,2020-12-21,0.101
30398_1,監察醫 朝顏2,富士電視台,9,21:00,2020-12-28,0.102
30398_1,監察醫 朝顏2,富士電視台,10,21:00,2021-01-11,0.109
31858_1,共演NG,東京電視台,1,22:00,2020-10-26,0.066
31858_1,共演NG,東京電視台,2,22:00,2020-11-02,0.041
31858_1,共演NG,東京電視台,3,22:00,2020-11-09,0.044
31858_1,共演NG,東京電視台,5,22:00,2020-11-23,0.041
31858_1,共演NG,東京電視台,完結篇,22:00,2020-11-30,0.048
31863_1,姐姐的戀人,富士電視台,1,21:00,2020-10-27,0.092
31863_1,姐姐的戀人,富士電視台,2,21:00,2020-11-03,0.062
31863_1,姐姐的戀人,富士電視台,3,21:00,2020-11-10,0.073
31863_1,姐姐的戀人,富士電視台,4,21:00,2020-11-17,0.07
31863_1,姐姐的戀人,富士電視台,5,21:00,2020-11-24,0.074
31863_1,姐姐的戀人,富士電視台,6,21:00,2020-12-01,0.073
31863_1,姐姐的戀人,富士電視台,7,21:00,2020-12-08,0.077
31863_1,姐姐的戀人,富士電視台,8,21:00,2020-12-15,0.077
31863_1,姐姐的戀人,富士電視台,完結篇,21:00,2020-12-22,0.083
31891_1,要加熱這份戀情嗎？,TBS,1,22:00,2020-10-20,0.094
31891_1,要加熱這份戀情嗎？,TBS,2,22:00,2020-10-27,0.091
31891_1,要加熱這份戀情嗎？,TBS,3,22:00,2020-11-03,0.084
31891_1,要加熱這份戀情嗎？,TBS,4,22:00,2020-11-10,0.083
31891_1,要加熱這份戀情嗎？,TBS,5,22:00,2020-11-17,0.086
31891_1,要加熱這份戀情嗎？,TBS,6,22:00,2020-11-24,0.098
31891_1,要加熱這份戀情嗎？,TBS,7,22:00,2020-12-01,0.094
31891_1,要加熱這份戀情嗎？,TBS,8,22:00,2020-12-08,0.097
31891_1,要加熱這份戀情嗎？,TBS,9,22:00,2020-12-15,0.109
31891_1,要加熱這份戀情嗎？,TBS,完結篇,22:00,2020-12-22,0.113
31801_1,相棒season19,朝日電視台,1,21:00,2020-10-14,0.179
31801_1,相棒season19,朝日電視台,2,21:00,2020-10-21,0.164
31801_1,相棒season19,朝日電視台,3,21:00,2020-10-28,0.163
31801_1,相棒season19,朝日電視台,4,21:00,2020-11-04,0.149
31801_1,相棒season19,朝日電視台,5,21:00,2020-11-11,0.138
31801_1,相棒season19,朝日電視台,6,21:00,2020-11-18,0.141
31801_1,相棒season19,朝日電視台,7,21:00,2020-11-25,0.123
31801_1,相棒season19,朝日電視台,8,21:00,2020-12-02,0.127
31801_1,相棒season19,朝日電視台,9,21:00,2020-12-09,0.139
31801_1,相棒season19,朝日電視台,10,21:00,2020-12-16,0.128
31801_1,相棒season19,朝日電視台,11-特,21:00,2021-01-01,0.161
31801_1,相棒season19,朝日電視台,12,21:00,2021-01-13,0.141
31706_1,#遠距戀愛,日本電視台,1,22:00,2020-10-14,0.087
31706_1,#遠距戀愛,日本電視台,2,22:00,2020-10-21,0.08
31706_1,#遠距戀愛,日本電視台,3,22:00,2020-10-28,0.081
31706_1,#遠距戀愛,日本電視台,4,22:00,2020-11-04,0.075
31706_1,#遠距戀愛,日本電視台,5,22:00,2020-11-11,0.081
31706_1,#遠距戀愛,日本電視台,6,22:00,2020-11-18,0.079
31706_1,#遠距戀愛,日本電視台,7,22:00,2020-12-02,0.073
31706_1,#遠距戀愛,日本電視台,8,22:00,2020-12-09,0.063
31706_1,#遠距戀愛,日本電視台,9,22:00,2020-12-16,0.078
31706_1,#遠距戀愛,日本電視台,完結篇,22:00,2020-12-23,0.085
31743_1,法醫女神探20,朝日電視台,1,20:00,2020-10-22,0.107
31743_1,法醫女神探20,朝日電視台,2,20:00,2020-10-29,0.111
31743_1,法醫女神探20,朝日電視台,3,20:00,2020-11-05,0.109
31743_1,法醫女神探20,朝日電視台,4,20:00,2020-11-12,0.12
31743_1,法醫女神探20,朝日電視台,5,20:00,2020-11-19,0.122
31743_1,法醫女神探20,朝日電視台,6,20:00,2020-11-26,0.118
31743_1,法醫女神探20,朝日電視台,7,20:00,2020-12-03,0.113
31743_1,法醫女神探20,朝日電視台,8,20:00,2020-12-10,0.098
31743_1,法醫女神探20,朝日電視台,完結篇,20:00,2020-12-17,0.12
31796_1,七人的秘書,朝日電視台,1,21:00,2020-10-22,0.138
31796_1,七人的秘書,朝日電視台,2,21:00,2020-10-29,0.137
31796_1,七人的秘書,朝日電視台,3,21:00,2020-11-05,0.134
31796_1,七人的秘書,朝日電視台,4,21:00,2020-11-12,0.148
31796_1,七人的秘書,朝日電視台,5,21:00,2020-11-19,0.152
31796_1,七人的秘書,朝日電視台,6,21:00,2020-11-26,0.146
31796_1,七人的秘書,朝日電視台,7,21:00,2020-12-03,0.139
31796_1,七人的秘書,朝日電視台,完結篇,21:00,2020-12-10,0.167
31119_1,魯邦的女兒2,富士電視台,1,22:00,2020-10-15,0.075
31119_1,魯邦的女兒2,富士電視台,2,22:00,2020-10-22,0.06
31119_1,魯邦的女兒2,富士電視台,3,22:00,2020-10-29,0.06
31119_1,魯邦的女兒2,富士電視台,4,22:00,2020-11-05,0.049
31119_1,魯邦的女兒2,富士電視台,5,22:00,2020-11-12,0.054
31119_1,魯邦的女兒2,富士電視台,6,22:00,2020-11-19,0.05
31119_1,魯邦的女兒2,富士電視台,7,22:00,2020-11-26,0.06
31119_1,魯邦的女兒2,富士電視台,8,22:00,2020-12-03,0.053
31119_1,魯邦的女兒2,富士電視台,完結篇,22:00,2020-12-10,0.048
31482_1,戀愛的母親們,TBS,1,22:00,2020-10-23,0.105
31482_1,戀愛的母親們,TBS,2,22:00,2020-10-30,0.074
31482_1,戀愛的母親們,TBS,3,22:00,2020-11-06,0.078
31482_1,戀愛的母親們,TBS,4,22:00,2020-11-13,0.078
31482_1,戀愛的母親們,TBS,5,22:00,2020-11-20,0.082
31482_1,戀愛的母親們,TBS,6,22:00,2020-11-27,0.085
31482_1,戀愛的母親們,TBS,7,22:00,2020-12-04,0.077
31482_1,戀愛的母親們,TBS,8,22:00,2020-12-11,0.088
31482_1,戀愛的母親們,TBS,完結篇,22:00,2020-12-18,0.103
25101_1,24小時日本,朝日電視台,1,23:15,2020-10-09,0.077
25101_1,24小時日本,朝日電視台,2,23:15,2020-10-16,0.053
25101_1,24小時日本,朝日電視台,3,23:15,2020-10-23,0.045
25101_1,24小時日本,朝日電視台,5,23:15,2020-11-06,0.046
25101_1,24小時日本,朝日電視台,11,23:15,2020-12-18,0.052
25101_1,24小時日本,朝日電視台,12,23:15,2020-12-25,0.052
31416_1,35歲的少女,日本電視台,1,22:00,2020-10-10,0.111
31416_1,35歲的少女,日本電視台,2,22:00,2020-10-17,0.096
31416_1,35歲的少女,日本電視台,3,22:00,2020-10-24,0.1
31416_1,35歲的少女,日本電視台,4,22:00,2020-10-31,0.091
31416_1,35歲的少女,日本電視台,5,22:00,2020-11-07,0.094
31416_1,35歲的少女,日本電視台,6,22:00,2020-11-14,0.076
31416_1,35歲的少女,日本電視台,7,22:00,2020-11-21,0.077
31416_1,35歲的少女,日本電視台,8,22:00,2020-11-28,0.093
31416_1,35歲的少女,日本電視台,9,22:00,2020-12-05,0.072
31416_1,35歲的少女,日本電視台,完結篇,22:00,2020-12-12,0.097
31909_1,消除老師的方程式。,朝日電視台,1,23:00,2020-10-31,0.039
31909_1,消除老師的方程式。,朝日電視台,2,23:00,2020-11-07,0.029
31103_1,危險維納斯,TBS,1,21:00,2020-10-11,0.141
31103_1,危險維納斯,TBS,2,21:00,2020-10-18,0.125
31103_1,危險維納斯,TBS,3,21:00,2020-10-25,0.117
31103_1,危險維納斯,TBS,4,21:00,2020-11-01,0.11
31103_1,危險維納斯,TBS,5,21:00,2020-11-08,0.109
31103_1,危險維納斯,TBS,6,21:00,2020-11-15,0.112
31103_1,危險維納斯,TBS,7,21:00,2020-11-22,0.109
31103_1,危險維納斯,TBS,8,21:00,2020-11-29,0.109
31103_1,危險維納斯,TBS,9,21:00,2020-12-06,0.087
31103_1,危險維納斯,TBS,完結篇,21:00,2020-12-13,0.127
31384_1,極道主夫,日本電視台,1,22:30,2020-10-11,0.118
31384_1,極道主夫,日本電視台,2,22:30,2020-10-18,0.101
31384_1,極道主夫,日本電視台,3,22:30,2020-10-25,0.092
31384_1,極道主夫,日本電視台,4,22:30,2020-11-01,0.098
31384_1,極道主夫,日本電視台,5,22:30,2020-11-08,0.096
31384_1,極道主夫,日本電視台,6,22:30,2020-11-15,0.086
31384_1,極道主夫,日本電視台,7,22:30,2020-11-22,0.074
31384_1,極道主夫,日本電視台,8,22:30,2020-11-29,0.083
31384_1,極道主夫,日本電視台,9,22:30,2020-12-06,0.077
31384_1,極道主夫,日本電視台,完結篇,22:30,2020-12-13,0.097
28853_1,小女侍,NHK綜合台,1,08:00,2020-11-30,0.188
28853_1,小女侍,NHK綜合台,2,08:00,2020-12-01,0.172
28853_1,小女侍,NHK綜合台,3,08:00,2020-12-02,0.177
28853_1,小女侍,NHK綜合台,4,08:00,2020-12-03,0.174
28853_1,小女侍,NHK綜合台,5,08:00,2020-12-04,0.177
28853_1,小女侍,NHK綜合台,6,08:00,2020-12-07,0.179
28853_1,小女侍,NHK綜合台,7,08:00,2020-12-08,0.183
28853_1,小女侍,NHK綜合台,8,08:00,2020-12-09,0.185
28853_1,小女侍,NHK綜合台,9,08:00,2020-12-10,0.18
28853_1,小女侍,NHK綜合台,10,08:00,2020-12-11,0.185
28853_1,小女侍,NHK綜合台,11,08:00,2020-12-14,0.184
28853_1,小女侍,NHK綜合台,12,08:00,2020-12-15,0.182
28853_1,小女侍,NHK綜合台,13,08:00,2020-12-16,0.179
28853_1,小女侍,NHK綜合台,14,08:00,2020-12-17,0.187
28853_1,小女侍,NHK綜合台,15,08:00,2020-12-18,0.178
28853_1,小女侍,NHK綜合台,16,08:00,2020-12-21,0.178
28853_1,小女侍,NHK綜合台,17,08:00,2020-12-22,0.175
28853_1,小女侍,NHK綜合台,18,08:00,2020-12-23,0.185
28853_1,小女侍,NHK綜合台,19,08:00,2020-12-24,0.178
28853_1,小女侍,NHK綜合台,20,08:00,2020-12-25,0.186
28853_1,小女侍,NHK綜合台,**,08:00,2020-12-28,0.172
28853_1,小女侍,NHK綜合台,21,08:00,2021-01-04,0.171
28853_1,小女侍,NHK綜合台,22,08:00,2021-01-05,0.176
28853_1,小女侍,NHK綜合台,23,08:00,2021-01-06,0.176
28853_1,小女侍,NHK綜合台,24,08:00,2021-01-07,0.176
28853_1,小女侍,NHK綜合台,25,08:00,2021-01-08,0.177
28853_1,小女侍,NHK綜合台,26,08:00,2021-01-11,0.169
28853_1,小女侍,NHK綜合台,27,08:00,2021-01-12,0.181
28853_1,小女侍,NHK綜合台,28,08:00,2021-01-13,0.177
31887_1,櫻的親子丼3,富士電視台,1,23:40,2020-10-17,0.053
